#;name of the book;author;;move?;check?;released?;year;page;category;read?;reading?;tbr?;reread?;shelf;location;Info;image;#;;
2386;Ucuncu Dalga;Alvin Toffler;Ucuncu Dalga. Alvin Toffler;yes;;;2018;544;category?;read?;-;📋;reread?;E-3;homelibrary;https://www.google.com/search?q=Ucuncu%20Dalga%20Alvin%20Toffler;https://www.google.com/search?q=Ucuncu%20Dalga%20Alvin%20Toffler&tbm=isch;1386; ;
2385;Twitter ve Toplum;Katrin Weller, Axel Bruns, Jean Burgess, Merja Mahrt, Cornelius Puschmann;Twitter ve Toplum. Katrin Weller, Axel Bruns, Jean Burgess, Merja Mahrt, Cornelius Puschmann;released;;yes;2016;568;category?;read?;-;tbr?;reread?;A-1;homelibrary;https://www.google.com/search?q=Twitter%20ve%20Toplum%20Katrin%20Weller,%20Axel%20Bruns,%20Jean%20Burgess,%20Merja%20Mahrt,%20Cornelius%20Puschmann;https://www.google.com/search?q=Twitter%20ve%20Toplum%20Katrin%20Weller,%20Axel%20Bruns,%20Jean%20Burgess,%20Merja%20Mahrt,%20Cornelius%20Puschmann&tbm=isch;1385; ;
2384;Tutkulu Sosyoloji;Ann Game, Andrew Metcalfe;Tutkulu Sosyoloji. Ann Game, Andrew Metcalfe;yes;;;1999;240;category?;read?;-;📋;reread?;F-5;homelibrary;https://www.google.com/search?q=Tutkulu%20Sosyoloji%20Ann%20Game,%20Andrew%20Metcalfe;https://www.google.com/search?q=Tutkulu%20Sosyoloji%20Ann%20Game,%20Andrew%20Metcalfe&tbm=isch;1384; ;
2383;Tum Hastaliklarin Zihinsel Nedenleri;Louise L. Hay;Tum Hastaliklarin Zihinsel Nedenleri. Louise L. Hay;yes;;;2019;96;category?;✅;-;tbr?;reread?;G-7;homelibrary;https://www.google.com/search?q=Tum%20Hastaliklarin%20Zihinsel%20Nedenleri%20Louise%20L.%20Hay;https://www.google.com/search?q=Tum%20Hastaliklarin%20Zihinsel%20Nedenleri%20Louise%20L.%20Hay&tbm=isch;1383; ;
2382;Tum Beyin ile Yasam - Secim Yapmanin Anatomisi ve Yasamimizi Yonlendiren Dort Karakter;Jill Bolte Taylor;Tum Beyin ile Yasam - Secim Yapmanin Anatomisi ve Yasamimizi Yonlendiren Dort Karakter. Jill Bolte Taylor;yes;;;2022;384;category?;read?;-;📋;reread?;E-8;homelibrary;https://www.google.com/search?q=Tum%20Beyin%20ile%20Yasam%20-%20Secim%20Yapmanin%20Anatomisi%20ve%20Yasamimizi%20Yonlendiren%20Dort%20Karakter%20Jill%20Bolte%20Taylor;https://www.google.com/search?q=Tum%20Beyin%20ile%20Yasam%20-%20Secim%20Yapmanin%20Anatomisi%20ve%20Yasamimizi%20Yonlendiren%20Dort%20Karakter%20Jill%20Bolte%20Taylor&tbm=isch;1382; ;
2381;Tuketimin Evrimi - Cinsiyet, Statu ve Tuketim;Geoffrey Miller;Tuketimin Evrimi - Cinsiyet, Statu ve Tuketim. Geoffrey Miller;yes;;;2012;415;category?;read?;-;📋;reread?;H-6;homelibrary;https://www.google.com/search?q=Tuketimin%20Evrimi%20-%20Cinsiyet,%20Statu%20ve%20Tuketim%20Geoffrey%20Miller;https://www.google.com/search?q=Tuketimin%20Evrimi%20-%20Cinsiyet,%20Statu%20ve%20Tuketim%20Geoffrey%20Miller&tbm=isch;1381; ;
2380;Tuketim Toplumu, Nevrotik Kultur ve Dovus Kulubu;Hakan Ovunc Ongur;Tuketim Toplumu, Nevrotik Kultur ve Dovus Kulubu. Hakan Ovunc Ongur;released;;yes;2011;160;category?;read?;-;tbr?;reread?;H-3;homelibrary;https://www.google.com/search?q=Tuketim%20Toplumu,%20Nevrotik%20Kultur%20ve%20Dovus%20Kulubu%20Hakan%20Ovunc%20Ongur;https://www.google.com/search?q=Tuketim%20Toplumu,%20Nevrotik%20Kultur%20ve%20Dovus%20Kulubu%20Hakan%20Ovunc%20Ongur&tbm=isch;1380; ;
2379;Tuketim Toplumu;Jean Baudrillard;Tuketim Toplumu. Jean Baudrillard;n/a;;;2017;272;category?;read?;-;📋;reread?;E-7;house-2;https://www.google.com/search?q=Tuketim%20Toplumu%20Jean%20Baudrillard;https://www.google.com/search?q=Tuketim%20Toplumu%20Jean%20Baudrillard&tbm=isch;1379; ;
2378;Tuketim Koleligi;Ivan Illich;Tuketim Koleligi. Ivan Illich;yes;;;2011;213;category?;read?;-;tbr?;reread?;F-2;homelibrary;https://www.google.com/search?q=Tuketim%20Koleligi%20Ivan%20Illich;https://www.google.com/search?q=Tuketim%20Koleligi%20Ivan%20Illich&tbm=isch;1378; ;
2377;Tuketim Icgudusu;Gad Saad;Tuketim Icgudusu. Gad Saad;yes;;;2012;420;category?;✅;-;tbr?;📖;C-3;homelibrary;https://www.google.com/search?q=Tuketim%20Icgudusu%20Gad%20Saad;https://www.google.com/search?q=Tuketim%20Icgudusu%20Gad%20Saad&tbm=isch;1377; ;
2376;Tuketim;Robert Bocock;Tuketim. Robert Bocock;no;;;2005;133;category?;read?;-;tbr?;reread?;F-3;homelibrary;https://www.google.com/search?q=Tuketim%20Robert%20Bocock;https://www.google.com/search?q=Tuketim%20Robert%20Bocock&tbm=isch;1376; ;
2375;Tuketicinin Zekasini Asla Kucumsemeyen Buyuk Bir Usta;David Ogilvy;Tuketicinin Zekasini Asla Kucumsemeyen Buyuk Bir Usta. David Ogilvy;released;;yes;2005;64;category?;read?;-;tbr?;reread?;G-4;homelibrary;https://www.google.com/search?q=Tuketicinin%20Zekasini%20Asla%20Kucumsemeyen%20Buyuk%20Bir%20Usta%20David%20Ogilvy;https://www.google.com/search?q=Tuketicinin%20Zekasini%20Asla%20Kucumsemeyen%20Buyuk%20Bir%20Usta%20David%20Ogilvy&tbm=isch;1375; ;
2374;Tuketici Nasil Dusunur?;Gerald Zaltman;Tuketici Nasil Dusunur?. Gerald Zaltman;released;;yes;2016;404;category?;read?;-;tbr?;reread?;B-1;homelibrary;https://www.google.com/search?q=Tuketici%20Nasil%20Dusunur?%20Gerald%20Zaltman;https://www.google.com/search?q=Tuketici%20Nasil%20Dusunur?%20Gerald%20Zaltman&tbm=isch;1374; ;
2373;Tuketici Kralliginin Fethi;Michael R. Solomon;Tuketici Kralliginin Fethi. Michael R. Solomon;released;;yes;2004;319;category?;read?;-;tbr?;reread?;A-2;homelibrary;https://www.google.com/search?q=Tuketici%20Kralliginin%20Fethi%20Michael%20R.%20Solomon;https://www.google.com/search?q=Tuketici%20Kralliginin%20Fethi%20Michael%20R.%20Solomon&tbm=isch;1373; ;
2372;Tukenen Dunya;Al Gore;Tukenen Dunya. Al Gore;no;;;2008;448;category?;read?;-;tbr?;reread?;H-6;homelibrary;https://www.google.com/search?q=Tukenen%20Dunya%20Al%20Gore;https://www.google.com/search?q=Tukenen%20Dunya%20Al%20Gore&tbm=isch;1372; ;
2371;Tuhaf Kurgu Yazmak Uzerine Notlar - Secme Yazilar;H. P. Lovecraft;Tuhaf Kurgu Yazmak Uzerine Notlar - Secme Yazilar. H. P. Lovecraft;yes;;;2019;128;category?;read?;-;📋;reread?;D-5;homelibrary;https://www.google.com/search?q=Tuhaf%20Kurgu%20Yazmak%20Uzerine%20Notlar%20-%20Secme%20Yazilar%20H.%20P.%20Lovecraft;https://www.google.com/search?q=Tuhaf%20Kurgu%20Yazmak%20Uzerine%20Notlar%20-%20Secme%20Yazilar%20H.%20P.%20Lovecraft&tbm=isch;1371; ;
2370;Tufek, Mikrop ve Celik;Jared Diamond;Tufek, Mikrop ve Celik. Jared Diamond;yes;;;2018;664;category?;read?;-;📋;reread?;G-10;homelibrary;https://www.google.com/search?q=Tufek,%20Mikrop%20ve%20Celik%20Jared%20Diamond;https://www.google.com/search?q=Tufek,%20Mikrop%20ve%20Celik%20Jared%20Diamond&tbm=isch;1370; ;
2369;Tubes - Internetin Merkezine Yolculuk;Andrew Blum;Tubes - Internetin Merkezine Yolculuk. Andrew Blum;yes;;;2014;264;category?;read?;-;📋;reread?;E-9;homelibrary;https://www.google.com/search?q=Tubes%20-%20Internetin%20Merkezine%20Yolculuk%20Andrew%20Blum;https://www.google.com/search?q=Tubes%20-%20Internetin%20Merkezine%20Yolculuk%20Andrew%20Blum&tbm=isch;1369; ;
2368;Troleybus Problemi ya da Sisman Adami Ust Gecitten Asagi Atar misiniz? - Felsefi Bir Muamma;Thomas Cathcart;Troleybus Problemi ya da Sisman Adami Ust Gecitten Asagi Atar misiniz? - Felsefi Bir Muamma. Thomas Cathcart;yes;;;2016;144;category?;✅;-;tbr?;reread?;F-3;homelibrary;https://www.google.com/search?q=Troleybus%20Problemi%20ya%20da%20Sisman%20Adami%20Ust%20Gecitten%20Asagi%20Atar%20misiniz?%20-%20Felsefi%20Bir%20Muamma%20Thomas%20Cathcart;https://www.google.com/search?q=Troleybus%20Problemi%20ya%20da%20Sisman%20Adami%20Ust%20Gecitten%20Asagi%20Atar%20misiniz?%20-%20Felsefi%20Bir%20Muamma%20Thomas%20Cathcart&tbm=isch;1368; ;
2367;Trend Avcisi - Bildigimiz Her Sey Yanlis;Magnus Lindkvist;Trend Avcisi - Bildigimiz Her Sey Yanlis. Magnus Lindkvist;released;;yes;2012;182;category?;✅;-;tbr?;reread?;E-3;homelibrary;https://www.google.com/search?q=Trend%20Avcisi%20-%20Bildigimiz%20Her%20Sey%20Yanlis%20Magnus%20Lindkvist;https://www.google.com/search?q=Trend%20Avcisi%20-%20Bildigimiz%20Her%20Sey%20Yanlis%20Magnus%20Lindkvist&tbm=isch;1367; ;
2366;Travmayi Iyilestirmek;Jasmin Lee Cori;Travmayi Iyilestirmek. Jasmin Lee Cori;yes;;;2022;401;category?;read?;-;📋;reread?;B-5;homelibrary;https://www.google.com/search?q=Travmayi%20Iyilestirmek%20Jasmin%20Lee%20Cori;https://www.google.com/search?q=Travmayi%20Iyilestirmek%20Jasmin%20Lee%20Cori&tbm=isch;1366; ;
2365;Travma ve Ani;Peter A. Levine;Travma ve Ani. Peter A. Levine;yes;;;2017;224;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Travma%20ve%20Ani%20Peter%20A.%20Levine;https://www.google.com/search?q=Travma%20ve%20Ani%20Peter%20A.%20Levine&tbm=isch;1365; ;
2364;Transhumanist Devrim - Tekno-Tip ve Dunyanin Uberlesmesi;Luc Ferry, Kagan Kahveci;Transhumanist Devrim - Tekno-Tip ve Dunyanin Uberlesmesi. Luc Ferry, Kagan Kahveci;yes;;;2023;192;category?;read?;-;📋;reread?;C-5;homelibrary;https://www.google.com/search?q=Transhumanist%20Devrim%20-%20Tekno-Tip%20ve%20Dunyanin%20Uberlesmesi%20Luc%20Ferry,%20Kagan%20Kahveci;https://www.google.com/search?q=Transhumanist%20Devrim%20-%20Tekno-Tip%20ve%20Dunyanin%20Uberlesmesi%20Luc%20Ferry,%20Kagan%20Kahveci&tbm=isch;1364; ;
2363;Trading Up;Michael J. Silverstein, Neil Fiske;Trading Up. Michael J. Silverstein, Neil Fiske;yes;;;2019;372;category?;✅;-;tbr?;📖;C-2;homelibrary;https://www.google.com/search?q=Trading%20Up%20Michael%20J.%20Silverstein,%20Neil%20Fiske;https://www.google.com/search?q=Trading%20Up%20Michael%20J.%20Silverstein,%20Neil%20Fiske&tbm=isch;1363; ;
2362;Toyota Kulturu;Jeffrey K. Liker, Michael Hoseus;Toyota Kulturu. Jeffrey K. Liker, Michael Hoseus;released;;yes;2015;640;category?;read?;-;tbr?;reread?;D-9;homelibrary;https://www.google.com/search?q=Toyota%20Kulturu%20Jeffrey%20K.%20Liker,%20Michael%20Hoseus;https://www.google.com/search?q=Toyota%20Kulturu%20Jeffrey%20K.%20Liker,%20Michael%20Hoseus&tbm=isch;1362; ;
2361;Toplumun McDonaldlastirilmasi;George Ritzer;Toplumun McDonaldlastirilmasi. George Ritzer;n/a;;;2016;384;category?;✅;-;tbr?;📖;F-5;house-2;https://www.google.com/search?q=Toplumun%20McDonaldlastirilmasi%20George%20Ritzer;https://www.google.com/search?q=Toplumun%20McDonaldlastirilmasi%20George%20Ritzer&tbm=isch;1361; ;
2360;Toplumun Cocuga Ihaneti;Alice Miller;Toplumun Cocuga Ihaneti. Alice Miller;yes;;;2022;414;category?;read?;-;📋;reread?;A-5;homelibrary;https://www.google.com/search?q=Toplumun%20Cocuga%20Ihaneti%20Alice%20Miller;https://www.google.com/search?q=Toplumun%20Cocuga%20Ihaneti%20Alice%20Miller&tbm=isch;1360; ;
2359;Toplumu Anlatmak;Howard S. Becker;Toplumu Anlatmak. Howard S. Becker;yes;;;2016;384;category?;read?;-;📋;reread?;H-4;homelibrary;https://www.google.com/search?q=Toplumu%20Anlatmak%20Howard%20S.%20Becker;https://www.google.com/search?q=Toplumu%20Anlatmak%20Howard%20S.%20Becker&tbm=isch;1359; ;
2358;Toplumsal Siniflarin Psikolojisi;Maurice Halbwachs;Toplumsal Siniflarin Psikolojisi. Maurice Halbwachs;yes;;;2019;168;category?;read?;-;📋;reread?;E-7;homelibrary;https://www.google.com/search?q=Toplumsal%20Siniflarin%20Psikolojisi%20Maurice%20%20Halbwachs;https://www.google.com/search?q=Toplumsal%20Siniflarin%20Psikolojisi%20Maurice%20%20Halbwachs&tbm=isch;1358; ;
2357;Toplumsal Sicrama - Bizi Biz Yapan ve Mutlu Eden Seylerin Yeni Evrimsel Bilimi;William von Hippel;Toplumsal Sicrama - Bizi Biz Yapan ve Mutlu Eden Seylerin Yeni Evrimsel Bilimi. William von Hippel;yes;;;2023;304;category?;read?;-;📋;reread?;E-6;homelibrary;https://www.google.com/search?q=Toplumsal%20Sicrama%20-%20Bizi%20Biz%20Yapan%20ve%20Mutlu%20Eden%20Seylerin%20Yeni%20Evrimsel%20Bilimi%20William%20von%20Hippel;https://www.google.com/search?q=Toplumsal%20Sicrama%20-%20Bizi%20Biz%20Yapan%20ve%20Mutlu%20Eden%20Seylerin%20Yeni%20Evrimsel%20Bilimi%20William%20von%20Hippel&tbm=isch;1357; ;
2356;Toplumsal Cinsiyet Yanilsamasi;Cordelia Fine;Toplumsal Cinsiyet Yanilsamasi. Cordelia Fine;yes;;;2017;342;category?;read?;-;📋;reread?;B-6;homelibrary;https://www.google.com/search?q=Toplumsal%20Cinsiyet%20Yanilsamasi%20Cordelia%20Fine;https://www.google.com/search?q=Toplumsal%20Cinsiyet%20Yanilsamasi%20Cordelia%20Fine&tbm=isch;1356; ;
2355;Toplumsal Cinsiyet - Sosyal Psikolojik Aciklamalar;Zehra Y. Dokmen;Toplumsal Cinsiyet - Sosyal Psikolojik Aciklamalar. Zehra Y. Dokmen;released;;yes;2010;240;category?;read?;-;tbr?;reread?;G-2;homelibrary;https://www.google.com/search?q=Toplumsal%20Cinsiyet%20-%20Sosyal%20Psikolojik%20Aciklamalar%20Zehra%20Y.%20Dokmen;https://www.google.com/search?q=Toplumsal%20Cinsiyet%20-%20Sosyal%20Psikolojik%20Aciklamalar%20Zehra%20Y.%20Dokmen&tbm=isch;1355; ;
2354;Tohumun Hikayesi;Vandana Shiva;Tohumun Hikayesi. Vandana Shiva;yes;;;2019;96;category?;read?;-;tbr?;reread?;F-6;homelibrary;https://www.google.com/search?q=Tohumun%20Hikayesi%20Vandana%20Shiva;https://www.google.com/search?q=Tohumun%20Hikayesi%20Vandana%20Shiva&tbm=isch;1354; ;
2353;Tiriskadan Isler;David Graeber;Tiriskadan Isler. David Graeber;yes;;;2021;416;category?;✅;-;tbr?;📖;A-10;homelibrary;https://www.google.com/search?q=Tiriskadan%20Isler%20David%20Graeber;https://www.google.com/search?q=Tiriskadan%20Isler%20David%20Graeber&tbm=isch;1353; ;
2352;Tip Yasalari;Siddhartha Mukherjee;Tip Yasalari. Siddhartha Mukherjee;yes;;;2017;88;category?;read?;-;📋;reread?;C-4;homelibrary;https://www.google.com/search?q=Tip%20Yasalari%20Siddhartha%20Mukherjee;https://www.google.com/search?q=Tip%20Yasalari%20Siddhartha%20Mukherjee&tbm=isch;1352; ;
2351;Tibbin Gelecegine Yolculuk;Bertalan Mesko;Tibbin Gelecegine Yolculuk. Bertalan Mesko;released;;yes;2018;184;category?;✅;-;tbr?;reread?;D-7;homelibrary;https://www.google.com/search?q=Tibbin%20Gelecegine%20Yolculuk%20Bertalan%20Mesko;https://www.google.com/search?q=Tibbin%20Gelecegine%20Yolculuk%20Bertalan%20Mesko&tbm=isch;1351; ;
2350;Thrive - Basari Icinizdedir;Arianna Huffington;Thrive - Basari Icinizdedir. Arianna Huffington;released;;yes;2015;296;category?;read?;-;tbr?;reread?;A-1;homelibrary;https://www.google.com/search?q=Thrive%20-%20Basari%20Icinizdedir%20Arianna%20Huffington;https://www.google.com/search?q=Thrive%20-%20Basari%20Icinizdedir%20Arianna%20Huffington&tbm=isch;1350; ;
2349;The Secret;Rhonda Byrne;The Secret. Rhonda Byrne;yes;;;2018;216;category?;read?;-;📋;reread?;G-8;homelibrary;https://www.google.com/search?q=The%20Secret%20Rhonda%20Byrne;https://www.google.com/search?q=The%20Secret%20Rhonda%20Byrne&tbm=isch;1349; ;
2348;The Second Machine Age - Akilli Teknolojiler Devrinde Calisma, Ilerleme ve Refah;Erik Brynjolfsson, Andrew Mcafee;The Second Machine Age - Akilli Teknolojiler Devrinde Calisma, Ilerleme ve Refah. Erik Brynjolfsson, Andrew Mcafee;yes;;;2015;336;category?;✅;-;tbr?;📖;C-5;homelibrary;https://www.google.com/search?q=The%20Second%20Machine%20Age%20-%20Akilli%20Teknolojiler%20Devrinde%20Calisma,%20Ilerleme%20ve%20Refah%20Erik%20Brynjolfsson,%20Andrew%20Mcafee;https://www.google.com/search?q=The%20Second%20Machine%20Age%20-%20Akilli%20Teknolojiler%20Devrinde%20Calisma,%20Ilerleme%20ve%20Refah%20Erik%20Brynjolfsson,%20Andrew%20Mcafee&tbm=isch;1348; ;
2347;The Employer Brand;Simon Barrow, Rochard Mosley;The Employer Brand. Simon Barrow, Rochard Mosley;no;;;2012;256;category?;read?;-;tbr?;reread?;A-1;homelibrary;https://www.google.com/search?q=The%20Employer%20Brand%20Simon%20Barrow,%20Rochard%20Mosley;https://www.google.com/search?q=The%20Employer%20Brand%20Simon%20Barrow,%20Rochard%20Mosley&tbm=isch;1347; ;
2346;Tevazu;Daryl R. Van Tongeren;Tevazu. Daryl R. Van Tongeren;yes;;;2023;352;category?;read?;-;📋;reread?;A-4;homelibrary;https://www.google.com/search?q=Tevazu%20Daryl%20R.%20Van%20Tongeren;https://www.google.com/search?q=Tevazu%20Daryl%20R.%20Van%20Tongeren&tbm=isch;1346; ;
2345;Tesekkur Ekonomisi - Musteri Bagliligi Yaratmak Icin Sosyal Medyayi Nasil Kullanmalisiniz?;Gary Vaynerchuk;Tesekkur Ekonomisi - Musteri Bagliligi Yaratmak Icin Sosyal Medyayi Nasil Kullanmalisiniz?. Gary Vaynerchuk;yes;;;2011;268;category?;read?;-;📋;reread?;C-9;homelibrary;https://www.google.com/search?q=Tesekkur%20Ekonomisi%20-%20Musteri%20Bagliligi%20Yaratmak%20Icin%20Sosyal%20Medyayi%20Nasil%20Kullanmalisiniz?%20Gary%20Vaynerchuk;https://www.google.com/search?q=Tesekkur%20Ekonomisi%20-%20Musteri%20Bagliligi%20Yaratmak%20Icin%20Sosyal%20Medyayi%20Nasil%20Kullanmalisiniz?%20Gary%20Vaynerchuk&tbm=isch;1345; ;
2344;Terra Madre;Carlo Petrini;Terra Madre. Carlo Petrini;no;;;2017;192;category?;read?;-;tbr?;reread?;F-6;homelibrary;https://www.google.com/search?q=Terra%20Madre%20Carlo%20Petrini;https://www.google.com/search?q=Terra%20Madre%20Carlo%20Petrini&tbm=isch;1344; ;
2343;Tercih Sizin (Yetiskinler Icin);Al Gore;Tercih Sizin (Yetiskinler Icin). Al Gore;released;;yes;2011;406;category?;read?;-;tbr?;reread?;F-9;homelibrary;https://www.google.com/search?q=Tercih%20Sizin%20(Yetiskinler%20Icin)%20Al%20Gore;https://www.google.com/search?q=Tercih%20Sizin%20(Yetiskinler%20Icin)%20Al%20Gore&tbm=isch;1343; ;
2342;Terapistler Icini Dokuyor;Christophe Andre;Terapistler Icini Dokuyor. Christophe Andre;yes;;;2023;464;category?;read?;-;📋;reread?;B-9;homelibrary;https://www.google.com/search?q=Terapistler%20Icini%20Dokuyor%20Christophe%20Andre;https://www.google.com/search?q=Terapistler%20Icini%20Dokuyor%20Christophe%20Andre&tbm=isch;1342; ;
2341;Terapist Olmak Uzerine;Jeffrey A. Kottler;Terapist Olmak Uzerine. Jeffrey A. Kottler;yes;;;2017;400;category?;✅;-;tbr?;📖;B-9;homelibrary;https://www.google.com/search?q=Terapist%20Olmak%20Uzerine%20Jeffrey%20A.%20Kottler;https://www.google.com/search?q=Terapist%20Olmak%20Uzerine%20Jeffrey%20A.%20Kottler&tbm=isch;1341; ;
2340;Art As Therapy;Alain De Botton, John Armstrong;Art As Therapy. Alain De Botton, John Armstrong;yes;;;2013;240;category?;read?;-;📋;reread?;D-4;homelibrary;https://www.google.com/search?q=Art%20As%20Therapy%20Alain%20De%20Botton,%20John%20Armstrong;https://www.google.com/search?q=Art%20As%20Therapy%20Alain%20De%20Botton,%20John%20Armstrong&tbm=isch;1340; ;
2339;Tenisin Icsel Oyunlari;W. Timothy Gallwey;Tenisin Icsel Oyunlari. W. Timothy Gallwey;n/a;;;2022;176;category?;read?;-;📋;reread?;D-8;house-2;https://www.google.com/search?q=Tenisin%20Icsel%20Oyunlari%20W.%20Timothy%20Gallwey;https://www.google.com/search?q=Tenisin%20Icsel%20Oyunlari%20W.%20Timothy%20Gallwey&tbm=isch;1339; ;
2338;Temel Yetenek Tabanli Strateji;Andrew Campbell, Kathleen Sommers Luchs;Temel Yetenek Tabanli Strateji. Andrew Campbell, Kathleen Sommers Luchs;no;;;2002;300;category?;read?;-;tbr?;reread?;G-2;homelibrary;https://www.google.com/search?q=Temel%20Yetenek%20Tabanli%20Strateji%20Andrew%20Campbell,%20Kathleen%20Sommers%20Luchs;https://www.google.com/search?q=Temel%20Yetenek%20Tabanli%20Strateji%20Andrew%20Campbell,%20Kathleen%20Sommers%20Luchs&tbm=isch;1338; ;
2337;Telgraftan Tablete;Evrim Kuran;Telgraftan Tablete. Evrim Kuran;released;;yes;2018;152;category?;read?;-;tbr?;reread?;A-3;homelibrary;https://www.google.com/search?q=Telgraftan%20Tablete%20Evrim%20Kuran;https://www.google.com/search?q=Telgraftan%20Tablete%20Evrim%20Kuran&tbm=isch;1337; ;
2336;Televizyon ve Icimizdeki Siddet;Nilgun Tutal Cheviron;Televizyon ve Icimizdeki Siddet. Nilgun Tutal Cheviron;released;;yes;2014;240;category?;read?;-;tbr?;reread?;H-3;homelibrary;https://www.google.com/search?q=Televizyon%20ve%20Icimizdeki%20Siddet%20Nilgun%20Tutal%20Cheviron;https://www.google.com/search?q=Televizyon%20ve%20Icimizdeki%20Siddet%20Nilgun%20Tutal%20Cheviron&tbm=isch;1336; ;
2335;Televizyon Olduren Eglence;Neil Postman;Televizyon Olduren Eglence. Neil Postman;yes;;;2016;224;category?;read?;-;tbr?;reread?;F-5;homelibrary;https://www.google.com/search?q=Televizyon%20Olduren%20Eglence%20Neil%20Postman;https://www.google.com/search?q=Televizyon%20Olduren%20Eglence%20Neil%20Postman&tbm=isch;1335; ;
2334;Tel Orguler ve Pencereler;Naomi Klein;Tel Orguler ve Pencereler. Naomi Klein;yes;;;2004;223;category?;read?;-;tbr?;reread?;F-9;homelibrary;https://www.google.com/search?q=Tel%20Orguler%20ve%20Pencereler%20Naomi%20Klein;https://www.google.com/search?q=Tel%20Orguler%20ve%20Pencereler%20Naomi%20Klein&tbm=isch;1334; ;
2333;Teknolojiye Karsi Insanlik;Gerd Leonhard;Teknolojiye Karsi Insanlik. Gerd Leonhard;yes;;;2018;224;category?;✅;-;tbr?;📖;C-4;homelibrary;https://www.google.com/search?q=Teknolojiye%20Karsi%20Insanlik%20Gerd%20Leonhard;https://www.google.com/search?q=Teknolojiye%20Karsi%20Insanlik%20Gerd%20Leonhard&tbm=isch;1333; ;
2332;Teknolojinin Dogasi - Nedir ve Nasil Evrilir;Brian Arthur;Teknolojinin Dogasi - Nedir ve Nasil Evrilir. Brian Arthur;yes;;;2011;260;Technology & the Digital World;✅;-;tbr?;📖;C-4;homelibrary;https://www.google.com/search?q=Teknolojinin%20Dogasi%20-%20Nedir%20ve%20Nasil%20Evrilir%20Brian%20Arthur;https://www.google.com/search?q=Teknolojinin%20Dogasi%20-%20Nedir%20ve%20Nasil%20Evrilir%20Brian%20Arthur&tbm=isch;1332; ;
2331;Teknoloji - Kisa Tarihce;Paul Beaupere, Anne Sophie Cayrey;Teknoloji - Kisa Tarihce. Paul Beaupere, Anne Sophie Cayrey;no;;;2015;78;category?;read?;-;tbr?;reread?;C-5;homelibrary;https://www.google.com/search?q=Teknoloji%20-%20Kisa%20Tarihce%20Paul%20Beaupere,%20Anne%20Sophie%20Cayrey;https://www.google.com/search?q=Teknoloji%20-%20Kisa%20Tarihce%20Paul%20Beaupere,%20Anne%20Sophie%20Cayrey&tbm=isch;1331; ;
2330;Tek Yol Permakultur;Graham Bell;Tek Yol Permakultur. Graham Bell;released;;yes;2021;288;category?;read?;-;tbr?;reread?;F-6;homelibrary;https://www.google.com/search?q=Tek%20Yol%20Permakultur%20Graham%20Bell;https://www.google.com/search?q=Tek%20Yol%20Permakultur%20Graham%20Bell&tbm=isch;1330; ;
2329;TED Konusmalari;Chris J. Anderson;TED Konusmalari. Chris J. Anderson;released;;yes;2017;272;category?;read?;-;tbr?;reread?;B-1;homelibrary;https://www.google.com/search?q=TED%20Konusmalari%20Chris%20J.%20Anderson;https://www.google.com/search?q=TED%20Konusmalari%20Chris%20J.%20Anderson&tbm=isch;1329; ;
2328;TED Gibi Konus - Dunyanin En Iyi Beyinlerine Gore Topluluk Onunde Konusmanin 9 Sirri;Carmine Gallo;TED Gibi Konus - Dunyanin En Iyi Beyinlerine Gore Topluluk Onunde Konusmanin 9 Sirri. Carmine Gallo;released;;yes;2017;280;category?;✅;-;tbr?;reread?;B-2;homelibrary;https://www.google.com/search?q=TED%20Gibi%20Konus%20-%20Dunyanin%20En%20Iyi%20Beyinlerine%20Gore%20Topluluk%20Onunde%20Konusmanin%209%20Sirri%20Carmine%20Gallo;https://www.google.com/search?q=TED%20Gibi%20Konus%20-%20Dunyanin%20En%20Iyi%20Beyinlerine%20Gore%20Topluluk%20Onunde%20Konusmanin%209%20Sirri%20Carmine%20Gallo&tbm=isch;1328; ;
2327;Taslar Yerinden Oynarken - Dijital Pazarlamanin Kurallari;Fatos Karahasan;Taslar Yerinden Oynarken - Dijital Pazarlamanin Kurallari. Fatos Karahasan;released;;yes;2014;420;category?;read?;-;tbr?;reread?;C-2;homelibrary;https://www.google.com/search?q=Taslar%20Yerinden%20Oynarken%20-%20Dijital%20Pazarlamanin%20Kurallari%20Fatos%20Karahasan;https://www.google.com/search?q=Taslar%20Yerinden%20Oynarken%20-%20Dijital%20Pazarlamanin%20Kurallari%20Fatos%20Karahasan&tbm=isch;1327; ;
2326;Tasin Altindaki El;Nassim Nicholas Taleb;Tasin Altindaki El. Nassim Nicholas Taleb;n/a;;;2018;344;category?;read?;-;📋;reread?;C-6;house-2;https://www.google.com/search?q=Tasin%20Altindaki%20El%20Nassim%20Nicholas%20Taleb;https://www.google.com/search?q=Tasin%20Altindaki%20El%20Nassim%20Nicholas%20Taleb&tbm=isch;1326; ;
