#;name of the book;author;;move?;check?;released?;year;page;category;read?;reading?;tbr?;reread?;shelf;location;Info;image;#;;
3135;Edebiyat, Psikanaliz ve Baska Meseleler;Bulent Somay;Edebiyat, Psikanaliz ve Baska Meseleler. Bulent Somay;yes;;;2025;144;category?;read?;-;📋;reread?;B-8;homelibrary;https://www.google.com/search?q=Edebiyat,%20Psikanaliz%20ve%20Baska%20Meseleler%20Bulent%20Somay;https://www.google.com/search?q=Edebiyat,%20Psikanaliz%20ve%20Baska%20Meseleler%20Bulent%20Somay&tbm=isch;2135; ;
3134;Dogamizin Iyilik Melekleri - Siddet Neden Azaldi?;Steven Pinker;Dogamizin Iyilik Melekleri - Siddet Neden Azaldi?. Steven Pinker;yes;;;2019;822;category?;read?;-;tbr?;reread?;B-3;homelibrary;https://www.google.com/search?q=Dogamizin%20Iyilik%20Melekleri%20-%20Siddet%20Neden%20Azaldi?%20Steven%20Pinker;https://www.google.com/search?q=Dogamizin%20Iyilik%20Melekleri%20-%20Siddet%20Neden%20Azaldi?%20Steven%20Pinker&tbm=isch;2134; ;
3133;Bir Sizofrenin Yasami;Elyn R. Saks;Bir Sizofrenin Yasami. Elyn R. Saks;yes;;;2022;416;Psychology & Mental Life;✅;-;tbr?;reread?;A-5;homelibrary;https://www.google.com/search?q=Bir%20Sizofrenin%20Yasami%20Elyn%20R.%20Saks;https://www.google.com/search?q=Bir%20Sizofrenin%20Yasami%20Elyn%20R.%20Saks&tbm=isch;2133; ;
3132;Bilmek Istemedigim Seyler;Deborah Levy;Bilmek Istemedigim Seyler. Deborah Levy;yes;;;2019;104;category?;read?;-;📋;reread?;D-6;homelibrary;https://www.google.com/search?q=Bilmek%20Istemedigim%20Seyler%20Deborah%20Levy;https://www.google.com/search?q=Bilmek%20Istemedigim%20Seyler%20Deborah%20Levy&tbm=isch;2132; ;
3131;Ben Bir Sosyopatim;Patric Gagne;Ben Bir Sosyopatim. Patric Gagne;yes;;;2025;408;Biography & Life Stories;✅;-;tbr?;reread?;A-5;homelibrary;https://www.google.com/search?q=Ben%20Bir%20Sosyopatim%20Patric%20Gagne;https://www.google.com/search?q=Ben%20Bir%20Sosyopatim%20Patric%20Gagne&tbm=isch;2131; ;
3130;Bekledigin Kisi Sensin;Richard C. Schwartz;Bekledigin Kisi Sensin. Richard C. Schwartz;yes;;;2025;236;category?;read?;-;📋;reread?;B-5;homelibrary;https://www.google.com/search?q=Bekledigin%20Kisi%20Sensin%20Richard%20C.%20Schwartz;https://www.google.com/search?q=Bekledigin%20Kisi%20Sensin%20Richard%20C.%20Schwartz&tbm=isch;2130; ;
3129;Anna Freud’u Okumak;Nick Midgley;Anna Freud’u Okumak. Nick Midgley;yes;;;2025;432;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Anna%20Freud%E2%80%99u%20Okumak%20Nick%20Midgley;https://www.google.com/search?q=Anna%20Freud%E2%80%99u%20Okumak%20Nick%20Midgley&tbm=isch;2129; ;
3128;Durulmayan Bir Kafa;Kay Redfield Jamison;Durulmayan Bir Kafa. Kay Redfield Jamison;yes;;;2018;232;Biography & Life Stories;✅;-;tbr?;reread?;C-5;homelibrary;https://www.google.com/search?q=Durulmayan%20Bir%20Kafa%20Kay%20Redfield%20Jamison;https://www.google.com/search?q=Durulmayan%20Bir%20Kafa%20Kay%20Redfield%20Jamison&tbm=isch;2128; ;
3127;Otur Kizim;Kate Manne;Otur Kizim. Kate Manne;yes;;;2021;400;category?;read?;-;📋;reread?;B-5;homelibrary;https://www.google.com/search?q=Otur%20Kizim%20Kate%20Manne;https://www.google.com/search?q=Otur%20Kizim%20Kate%20Manne&tbm=isch;2127; ;
3126;Ne Yersek Oyuz - Bir ‘Slow Food’ Manifestosu;Alice Waters;Ne Yersek Oyuz - Bir ‘Slow Food’ Manifestosu. Alice Waters;no;;;2025;168;category?;read?;-;📋;reread?;F-6;homelibrary;https://www.google.com/search?q=Ne%20Yersek%20Oyuz%20-%20Bir%20%E2%80%98Slow%20Food%E2%80%99%20Manifestosu%20Alice%20Waters;https://www.google.com/search?q=Ne%20Yersek%20Oyuz%20-%20Bir%20%E2%80%98Slow%20Food%E2%80%99%20Manifestosu%20Alice%20Waters&tbm=isch;2126; ;
3125;Yas Tutan Beyin;Mary-Frances O’Connor;Yas Tutan Beyin. Mary-Frances O’Connor;yes;;;2025;216;category?;read?;-;📋;reread?;A-4;homelibrary;https://www.google.com/search?q=Yas%20Tutan%20Beyin%20Mary-Frances%20O%E2%80%99Connor;https://www.google.com/search?q=Yas%20Tutan%20Beyin%20Mary-Frances%20O%E2%80%99Connor&tbm=isch;2125; ;
3124;Kralice Arilar ve Taklitciler;Rosalind Wiseman;Kralice Arilar ve Taklitciler. Rosalind Wiseman;released;;yes;2016;520;Psychology & Mental Life;✅;-;tbr?;reread?;A-4;homelibrary;https://www.google.com/search?q=Kralice%20Arilar%20ve%20Taklitciler%20Rosalind%20Wiseman;https://www.google.com/search?q=Kralice%20Arilar%20ve%20Taklitciler%20Rosalind%20Wiseman&tbm=isch;2124; ;
3123;Sana Gul Bahcesi Vadetmedim;Joanne Greenberg;Sana Gul Bahcesi Vadetmedim. Joanne Greenberg;no;;;2023;296;category?;read?;-;tbr?;reread?;H-8;homelibrary;https://www.google.com/search?q=Sana%20Gul%20Bahcesi%20Vadetmedim%20Joanne%20Greenberg;https://www.google.com/search?q=Sana%20Gul%20Bahcesi%20Vadetmedim%20Joanne%20Greenberg&tbm=isch;2123; ;
3122;Hayvan Sebze Abur Cubur;Mark Bittman;Hayvan Sebze Abur Cubur. Mark Bittman;yes;;;2025;392;category?;read?;-;📋;reread?;F-6;homelibrary;https://www.google.com/search?q=Hayvan%20Sebze%20Abur%20Cubur%20Mark%20Bittman;https://www.google.com/search?q=Hayvan%20Sebze%20Abur%20Cubur%20Mark%20Bittman&tbm=isch;2122; ;
3121;Dogru Akil - Neden Iyi Insanlar Siyaset ve Din Yuzunden Bolunur?;Jonathan Haidt;Dogru Akil - Neden Iyi Insanlar Siyaset ve Din Yuzunden Bolunur?. Jonathan Haidt;yes;;;2025;456;category?;read?;-;📋;reread?;E-6;homelibrary;https://www.google.com/search?q=Dogru%20Akil%20-%20Neden%20Iyi%20Insanlar%20Siyaset%20ve%20Din%20Yuzunden%20Bolunur?%20Jonathan%20Haidt;https://www.google.com/search?q=Dogru%20Akil%20-%20Neden%20Iyi%20Insanlar%20Siyaset%20ve%20Din%20Yuzunden%20Bolunur?%20Jonathan%20Haidt&tbm=isch;2121; ;
3120;Divan;Irvin D. Yalom;Divan. Irvin D. Yalom;yes;;;2022;448;category?;read?;-;📋;reread?;H-8;homelibrary;https://www.google.com/search?q=Divan%20Irvin%20D.%20Yalom;https://www.google.com/search?q=Divan%20Irvin%20D.%20Yalom&tbm=isch;2120; ;
3119;Dikkatin Anatomisi - Odaklanmayi ve Verimliligi Yeniden Kesfetmek;Gloria Mark;Dikkatin Anatomisi - Odaklanmayi ve Verimliligi Yeniden Kesfetmek. Gloria Mark;n/a;;;2025;360;category?;read?;-;📋;reread?;C-8;house-2;https://www.google.com/search?q=Dikkatin%20Anatomisi%20-%20Odaklanmayi%20ve%20Verimliligi%20Yeniden%20Kesfetmek%20Gloria%20Mark;https://www.google.com/search?q=Dikkatin%20Anatomisi%20-%20Odaklanmayi%20ve%20Verimliligi%20Yeniden%20Kesfetmek%20Gloria%20Mark&tbm=isch;2119; ;
3118;Algoritma ve Kehanet;Alessandro Vespignani, Rosita Rijtano;Algoritma ve Kehanet. Alessandro Vespignani, Rosita Rijtano;yes;;;2025;208;Technology & the Digital World;read?;-;📋;reread?;A-4;homelibrary;https://www.google.com/search?q=Algoritma%20ve%20Kehanet%20Alessandro%20Vespignani,%20Rosita%20Rijtano;https://www.google.com/search?q=Algoritma%20ve%20Kehanet%20Alessandro%20Vespignani,%20Rosita%20Rijtano&tbm=isch;2118; ;
3117;Adanmislik - Sonsuz Secenekler Caginda Baglilik Meselesi;Pete Davis;Adanmislik - Sonsuz Secenekler Caginda Baglilik Meselesi. Pete Davis;yes;;;2025;272;Psychology & Mental Life;read?;-;📋;reread?;A-4;homelibrary;https://www.google.com/search?q=Adanmislik%20-%20Sonsuz%20Secenekler%20Caginda%20Baglilik%20Meselesi%20Pete%20Davis;https://www.google.com/search?q=Adanmislik%20-%20Sonsuz%20Secenekler%20Caginda%20Baglilik%20Meselesi%20Pete%20Davis&tbm=isch;2117; ;
3116;Hakikat Oyunlari;John Forrester;Hakikat Oyunlari. John Forrester;yes;;;2000;208;Psychology & Mental Life;read?;-;📋;reread?;A-4;homelibrary;https://www.google.com/search?q=Hakikat%20Oyunlari%20John%20Forrester;https://www.google.com/search?q=Hakikat%20Oyunlari%20John%20Forrester&tbm=isch;2116; ;
3115;Yogun Psikoterapinin Temel Ilkeleri;Frieda Fromm Reichmann;Yogun Psikoterapinin Temel Ilkeleri. Frieda Fromm Reichmann;yes;;;2021;340;Psychology & Mental Life;read?;-;📋;reread?;A-4;homelibrary;https://www.google.com/search?q=Yogun%20Psikoterapinin%20Temel%20Ilkeleri%20Frieda%20Fromm%20Reichmann;https://www.google.com/search?q=Yogun%20Psikoterapinin%20Temel%20Ilkeleri%20Frieda%20Fromm%20Reichmann&tbm=isch;2115; ;
3114;Everything I Know About Love;Dolly Alderton;Everything I Know About Love. Dolly Alderton;yes;;;2019;358;Biography & Life Stories;read?;-;📋;reread?;F-7;homelibrary;https://www.google.com/search?q=Everything%20I%20Know%20About%20Love%20Dolly%20Alderton;https://www.google.com/search?q=Everything%20I%20Know%20About%20Love%20Dolly%20Alderton&tbm=isch;2114; ;
3113;Hatalarimizdan Ogrenmek;Patrick J. Casement;Hatalarimizdan Ogrenmek. Patrick J. Casement;yes;;;2025;248;category?;read?;-;📋;reread?;A-9;homelibrary;https://www.google.com/search?q=Hatalarimizdan%20Ogrenmek%20Patrick%20J.%20Casement;https://www.google.com/search?q=Hatalarimizdan%20Ogrenmek%20Patrick%20J.%20Casement&tbm=isch;2113; ;
3112;Ofke Makinesi;Tobias Rose-Stockwell;Ofke Makinesi. Tobias Rose-Stockwell;n/a;;;2025;512;category?;read?;-;📋;reread?;D-6;house-2;https://www.google.com/search?q=Ofke%20Makinesi%20Tobias%20Rose-Stockwell;https://www.google.com/search?q=Ofke%20Makinesi%20Tobias%20Rose-Stockwell&tbm=isch;2112; ;
3111;Kendimize Soyledigimiz Yalanlar;Jon Frederickson;Kendimize Soyledigimiz Yalanlar. Jon Frederickson;yes;;;2025;160;Psychology & Mental Life;✅;-;tbr?;reread?;B-5;homelibrary;https://www.google.com/search?q=Kendimize%20Soyledigimiz%20Yalanlar%20Jon%20Frederickson;https://www.google.com/search?q=Kendimize%20Soyledigimiz%20Yalanlar%20Jon%20Frederickson&tbm=isch;2111; ;
3110;Psikanalizde Iliskisel Kavramlar Bir Butunlesme;Stephen A. Mitchell;Psikanalizde Iliskisel Kavramlar Bir Butunlesme. Stephen A. Mitchell;yes;;;2018;341;category?;read?;-;📋;reread?;B-6;homelibrary;https://www.google.com/search?q=Psikanalizde%20Iliskisel%20Kavramlar%20Bir%20Butunlesme%20Stephen%20A.%20Mitchell;https://www.google.com/search?q=Psikanalizde%20Iliskisel%20Kavramlar%20Bir%20Butunlesme%20Stephen%20A.%20Mitchell&tbm=isch;2110; ;
3109;Freud and Beyond - A History of Modern Psychoanalytic Thought;Stephen A. Mitchell, Margaret J. Black;Freud and Beyond - A History of Modern Psychoanalytic Thought. Stephen A. Mitchell, Margaret J. Black;yes;;;1995;293;category?;read?;-;📋;reread?;F-7;homelibrary;https://www.google.com/search?q=Freud%20and%20Beyond%20-%20A%20History%20of%20Modern%20Psychoanalytic%20Thought%20Stephen%20A.%20Mitchell,%20Margaret%20J.%20Black;https://www.google.com/search?q=Freud%20and%20Beyond%20-%20A%20History%20of%20Modern%20Psychoanalytic%20Thought%20Stephen%20A.%20Mitchell,%20Margaret%20J.%20Black&tbm=isch;2109; ;
3108;Why Love Matters - How Affection Shapes A Baby's Brain;Stephen A. Mitchell;Why Love Matters - How Affection Shapes A Baby's Brain. Stephen A. Mitchell;yes;;;2008;246;category?;read?;-;tbr?;reread?;F-7;homelibrary;https://www.google.com/search?q=Why%20Love%20Matters%20-%20How%20Affection%20Shapes%20A%20Baby%27s%20Brain%20Stephen%20A.%20Mitchell;https://www.google.com/search?q=Why%20Love%20Matters%20-%20How%20Affection%20Shapes%20A%20Baby%27s%20Brain%20Stephen%20A.%20Mitchell&tbm=isch;2108; ;
3107;Can Love Last? The Fate of Romance Over Time;Stephen A. Mitchell;Can Love Last? The Fate of Romance Over Time. Stephen A. Mitchell;yes;;;2002;222;category?;read?;-;tbr?;reread?;F-7;homelibrary;https://www.google.com/search?q=Can%20Love%20Last?%20The%20Fate%20of%20Romance%20Over%20Time%20Stephen%20A.%20Mitchell;https://www.google.com/search?q=Can%20Love%20Last?%20The%20Fate%20of%20Romance%20Over%20Time%20Stephen%20A.%20Mitchell&tbm=isch;2107; ;
3106;Bullet Journal Metodu - Hayati Yakala Gunu Iskalama;Ryder Carroll;Bullet Journal Metodu - Hayati Yakala Gunu Iskalama. Ryder Carroll;yes;;;2019;304;category?;read?;-;tbr?;📖;E-6;homelibrary;https://www.google.com/search?q=Bullet%20Journal%20Metodu%20-%20Hayati%20Yakala%20Gunu%20Iskalama%20Ryder%20Carroll;https://www.google.com/search?q=Bullet%20Journal%20Metodu%20-%20Hayati%20Yakala%20Gunu%20Iskalama%20Ryder%20Carroll&tbm=isch;2106; ;
3105;Sosyal Temsiller;Serge Moscovici;Sosyal Temsiller. Serge Moscovici;yes;;;2025;448;category?;read?;-;📋;reread?;B-9;homelibrary;https://www.google.com/search?q=Sosyal%20Temsiller%20Serge%20Moscovici;https://www.google.com/search?q=Sosyal%20Temsiller%20Serge%20Moscovici&tbm=isch;2105; ;
3104;Ruya Analizleri;Carl Gustav Jung;Ruya Analizleri. Carl Gustav Jung;yes;;;2024;792;category?;read?;-;📋;reread?;B-6;homelibrary;https://www.google.com/search?q=Ruya%20Analizleri%20Carl%20Gustav%20Jung;https://www.google.com/search?q=Ruya%20Analizleri%20Carl%20Gustav%20Jung&tbm=isch;2104; ;
3103;Psikanalizin Temel Ilkeleri;Jacques Lacan;Psikanalizin Temel Ilkeleri. Jacques Lacan;yes;;;2024;188;category?;read?;-;📋;reread?;A-6;homelibrary;https://www.google.com/search?q=Psikanalizin%20Temel%20Ilkeleri%20Jacques%20Lacan;https://www.google.com/search?q=Psikanalizin%20Temel%20Ilkeleri%20Jacques%20Lacan&tbm=isch;2103; ;
3102;Metabolizma Katili - Islenmis Gida, Beslenme ve Modern Tibbin Yalanlari;Robert H. Lustig;Metabolizma Katili - Islenmis Gida, Beslenme ve Modern Tibbin Yalanlari. Robert H. Lustig;yes;;;2025;400;Health & Nutrition;✅;-;tbr?;reread?;F-6;homelibrary;https://www.google.com/search?q=Metabolizma%20Katili%20-%20Islenmis%20Gida,%20Beslenme%20ve%20Modern%20Tibbin%20Yalanlari%20Robert%20H.%20Lustig;https://www.google.com/search?q=Metabolizma%20Katili%20-%20Islenmis%20Gida,%20Beslenme%20ve%20Modern%20Tibbin%20Yalanlari%20Robert%20H.%20Lustig&tbm=isch;2102; ;
3101;Cocugunuzu Resimlerinden Kesfedin;Roseline Davido;Cocugunuzu Resimlerinden Kesfedin. Roseline Davido;yes;;;2017;280;category?;read?;-;📋;reread?;A-5;homelibrary;https://www.google.com/search?q=Cocugunuzu%20Resimlerinden%20Kesfedin%20Roseline%20Davido;https://www.google.com/search?q=Cocugunuzu%20Resimlerinden%20Kesfedin%20Roseline%20Davido&tbm=isch;2101; ;
3100;Akil Sagliginin Oruntusu;Neville Sygminton;Akil Sagliginin Oruntusu. Neville Sygminton;yes;;;2025;304;category?;read?;-;📋;reread?;A-5;homelibrary;https://www.google.com/search?q=Akil%20Sagliginin%20Oruntusu%20Neville%20Sygminton;https://www.google.com/search?q=Akil%20Sagliginin%20Oruntusu%20Neville%20Sygminton&tbm=isch;2100; ;
3099;Anne Beyni - Norobilim Ebeveynligin Oykusunu Nasil Yeniden Yaziyor?;Chelsea Conaboy;Anne Beyni - Norobilim Ebeveynligin Oykusunu Nasil Yeniden Yaziyor?. Chelsea Conaboy;yes;;;2025;416;category?;read?;-;📋;reread?;A-5;homelibrary;https://www.google.com/search?q=Anne%20Beyni%20-%20Norobilim%20Ebeveynligin%20Oykusunu%20Nasil%20Yeniden%20Yaziyor?%20Chelsea%20Conaboy;https://www.google.com/search?q=Anne%20Beyni%20-%20Norobilim%20Ebeveynligin%20Oykusunu%20Nasil%20Yeniden%20Yaziyor?%20Chelsea%20Conaboy&tbm=isch;2099; ;
3098;Kendi Cigligini Duymak ve Iyilesmek;Kimberly Johnson;Kendi Cigligini Duymak ve Iyilesmek. Kimberly Johnson;yes;;;2024;304;category?;read?;-;📋;reread?;B-5;homelibrary;https://www.google.com/search?q=Kendi%20Cigligini%20Duymak%20ve%20Iyilesmek%20Kimberly%20Johnson;https://www.google.com/search?q=Kendi%20Cigligini%20Duymak%20ve%20Iyilesmek%20Kimberly%20Johnson&tbm=isch;2098; ;
3097;Lacan Depresyon ve Melankoli Hakkinda Ne Dedi?;Stijn Vanheule, Derek Hook;Lacan Depresyon ve Melankoli Hakkinda Ne Dedi?. Stijn Vanheule, Derek Hook;yes;;;2024;349;category?;read?;-;📋;reread?;B-5;homelibrary;https://www.google.com/search?q=Lacan%20Depresyon%20ve%20Melankoli%20Hakkinda%20Ne%20Dedi?%20Stijn%20Vanheule,%20Derek%20Hook;https://www.google.com/search?q=Lacan%20Depresyon%20ve%20Melankoli%20Hakkinda%20Ne%20Dedi?%20Stijn%20Vanheule,%20Derek%20Hook&tbm=isch;2097; ;
3096;Modern Psikolojinin Tarihi;Carl Gustav Jung;Modern Psikolojinin Tarihi. Carl Gustav Jung;yes;;;2023;280;category?;read?;-;📋;reread?;B-4;homelibrary;https://www.google.com/search?q=Modern%20Psikolojinin%20Tarihi%20Carl%20Gustav%20Jung;https://www.google.com/search?q=Modern%20Psikolojinin%20Tarihi%20Carl%20Gustav%20Jung&tbm=isch;2096; ;
3095;Cinsellik Nedir?;Alenka Zupancic;Cinsellik Nedir?. Alenka Zupancic;n/a;;;2021;224;category?;read?;-;📋;reread?;B-5;house-2;https://www.google.com/search?q=Cinsellik%20Nedir?%20Alenka%20Zupancic;https://www.google.com/search?q=Cinsellik%20Nedir?%20Alenka%20Zupancic&tbm=isch;2095; ;
3094;Neden Psikanaliz? - Uc Mudahale;Alenka Zupancic;Neden Psikanaliz? - Uc Mudahale. Alenka Zupancic;n/a;;;2019;88;category?;read?;-;📋;reread?;B-5;house-2;https://www.google.com/search?q=Neden%20Psikanaliz?%20-%20Uc%20Mudahale%20Alenka%20Zupancic;https://www.google.com/search?q=Neden%20Psikanaliz?%20-%20Uc%20Mudahale%20Alenka%20Zupancic&tbm=isch;2094; ;
3093;Psikanalitik Kisilik Calismalari;W. R. D. Fairbairn;Psikanalitik Kisilik Calismalari. W. R. D. Fairbairn;yes;;;2023;256;category?;read?;-;📋;reread?;B-5;homelibrary;https://www.google.com/search?q=Psikanalitik%20Kisilik%20Calismalari%20W.%20R.%20D.%20Fairbairn;https://www.google.com/search?q=Psikanalitik%20Kisilik%20Calismalari%20W.%20R.%20D.%20Fairbairn&tbm=isch;2093; ;
3092;Ruya Uzerine;Henri Bergson;Ruya Uzerine. Henri Bergson;yes;;;2024;80;category?;read?;-;📋;reread?;B-4;homelibrary;https://www.google.com/search?q=Ruya%20Uzerine%20Henri%20Bergson;https://www.google.com/search?q=Ruya%20Uzerine%20Henri%20Bergson&tbm=isch;2092; ;
3091;Ruyalar;Carl Gustav Jung;Ruyalar. Carl Gustav Jung;yes;;;2015;360;category?;read?;-;📋;reread?;B-4;homelibrary;https://www.google.com/search?q=Ruyalar%20Carl%20Gustav%20Jung;https://www.google.com/search?q=Ruyalar%20Carl%20Gustav%20Jung&tbm=isch;2091; ;
3090;Haset ve Sukran;Melanie Klein;Haset ve Sukran. Melanie Klein;yes;;;2020;104;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Haset%20ve%20Sukran%20Melanie%20Klein;https://www.google.com/search?q=Haset%20ve%20Sukran%20Melanie%20Klein&tbm=isch;2090; ;
3089;Hayali Arkadaslar ve Onlari Yaratan Cocuklar;Marjorie Taylor;Hayali Arkadaslar ve Onlari Yaratan Cocuklar. Marjorie Taylor;yes;;;2024;256;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Hayali%20Arkadaslar%20ve%20Onlari%20Yaratan%20Cocuklar%20Marjorie%20Taylor;https://www.google.com/search?q=Hayali%20Arkadaslar%20ve%20Onlari%20Yaratan%20Cocuklar%20Marjorie%20Taylor&tbm=isch;2089; ;
3088;Kendiligin Yeniden Yapilanmasi;Heinz Kohut;Kendiligin Yeniden Yapilanmasi. Heinz Kohut;yes;;;2017;256;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Kendiligin%20Yeniden%20Yapilanmasi%20Heinz%20Kohut;https://www.google.com/search?q=Kendiligin%20Yeniden%20Yapilanmasi%20Heinz%20Kohut&tbm=isch;2088; ;
3087;Kendiligin Cozumlenmesi;Heinz Kohut;Kendiligin Cozumlenmesi. Heinz Kohut;yes;;;2022;288;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Kendiligin%20Cozumlenmesi%20Heinz%20Kohut;https://www.google.com/search?q=Kendiligin%20Cozumlenmesi%20Heinz%20Kohut&tbm=isch;2087; ;
3086;Masallar Ne Anlatir - Cocuk Gelisiminde Masallarin Rolune Bir Bakis;Bruno Bettelheim;Masallar Ne Anlatir - Cocuk Gelisiminde Masallarin Rolune Bir Bakis. Bruno Bettelheim;yes;;;2025;360;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Masallar%20Ne%20Anlatir%20-%20Cocuk%20Gelisiminde%20Masallarin%20Rolune%20Bir%20Bakis%20Bruno%20Bettelheim;https://www.google.com/search?q=Masallar%20Ne%20Anlatir%20-%20Cocuk%20Gelisiminde%20Masallarin%20Rolune%20Bir%20Bakis%20Bruno%20Bettelheim&tbm=isch;2086; ;
3085;Freud ve Insan Ruhu;Bruno Bettelheim;Freud ve Insan Ruhu. Bruno Bettelheim;yes;;;2023;102;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Freud%20ve%20Insan%20Ruhu%20Bruno%20Bettelheim;https://www.google.com/search?q=Freud%20ve%20Insan%20Ruhu%20Bruno%20Bettelheim&tbm=isch;2085; ;
3084;Bilinc ve Bilincdisi;Carl Gustav Jung;Bilinc ve Bilincdisi. Carl Gustav Jung;yes;;;2022;208;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Bilinc%20ve%20Bilincdisi%20Carl%20Gustav%20Jung;https://www.google.com/search?q=Bilinc%20ve%20Bilincdisi%20Carl%20Gustav%20Jung&tbm=isch;2084; ;
3083;Tereddutlu Dusunceler;W.R. Bion;Tereddutlu Dusunceler. W.R. Bion;yes;;;2023;208;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Tereddutlu%20Dusunceler%20W.R.%20Bion;https://www.google.com/search?q=Tereddutlu%20Dusunceler%20W.R.%20Bion&tbm=isch;2083; ;
3082;Nesne Iliskileri - Haset ve Sukran ve Diger Yazilar (1946-1963);Melanie Klein;Nesne Iliskileri - Haset ve Sukran ve Diger Yazilar (1946-1963). Melanie Klein;yes;;;2023;440;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Nesne%20Iliskileri%20-%20Haset%20ve%20Sukran%20ve%20Diger%20Yazilar%20(1946-1963)%20Melanie%20Klein;https://www.google.com/search?q=Nesne%20Iliskileri%20-%20Haset%20ve%20Sukran%20ve%20Diger%20Yazilar%20(1946-1963)%20Melanie%20Klein&tbm=isch;2082; ;
3081;Sevgi, Sucluluk ve Onarim ve Diger Yazilari (1921-1945);Melanie Klein;Sevgi, Sucluluk ve Onarim ve Diger Yazilari (1921-1945). Melanie Klein;yes;;;2023;560;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Sevgi,%20Sucluluk%20ve%20Onarim%20ve%20Diger%20Yazilari%20(1921-1945)%20Melanie%20Klein;https://www.google.com/search?q=Sevgi,%20Sucluluk%20ve%20Onarim%20ve%20Diger%20Yazilari%20(1921-1945)%20Melanie%20Klein&tbm=isch;2081; ;
3080;Insanin 8 Evresi;Erik H. Erikson;Insanin 8 Evresi. Erik H. Erikson;yes;;;2018;204;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Insanin%208%20Evresi%20Erik%20H.%20Erikson;https://www.google.com/search?q=Insanin%208%20Evresi%20Erik%20H.%20Erikson&tbm=isch;2080; ;
3079;Apacik Psikoterapi - Psikanaliz ve Psikoterapide Kavramlar ve Vakalar;Kevin Volkan, Vamik Volkan;Apacik Psikoterapi - Psikanaliz ve Psikoterapide Kavramlar ve Vakalar. Kevin Volkan, Vamik Volkan;yes;;;2024;364;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Apacik%20Psikoterapi%20-%20Psikanaliz%20ve%20Psikoterapide%20Kavramlar%20ve%20Vakalar%20Kevin%20Volkan,%20Vamik%20Volkan;https://www.google.com/search?q=Apacik%20Psikoterapi%20-%20Psikanaliz%20ve%20Psikoterapide%20Kavramlar%20ve%20Vakalar%20Kevin%20Volkan,%20Vamik%20Volkan&tbm=isch;2079; ;
3078;Jung Psikolojisinin Ana Cizgileri;Calvin S. Hall, Vernon J. Nordby;Jung Psikolojisinin Ana Cizgileri. Calvin S. Hall, Vernon J. Nordby;yes;;;2016;144;category?;read?;-;📋;reread?;B-4;homelibrary;https://www.google.com/search?q=Jung%20Psikolojisinin%20Ana%20Cizgileri%20Calvin%20S.%20Hall,%20Vernon%20J.%20Nordby;https://www.google.com/search?q=Jung%20Psikolojisinin%20Ana%20Cizgileri%20Calvin%20S.%20Hall,%20Vernon%20J.%20Nordby&tbm=isch;2078; ;
3077;Her Seyin Evrimi - Yeni Fikirler Nasil Ortaya Cikar?;Matt Ridley;Her Seyin Evrimi - Yeni Fikirler Nasil Ortaya Cikar?. Matt Ridley;yes;;;2025;384;category?;read?;-;tbr?;reread?;B-2;homelibrary;https://www.google.com/search?q=Her%20Seyin%20Evrimi%20-%20Yeni%20Fikirler%20Nasil%20Ortaya%20Cikar?%20Matt%20Ridley;https://www.google.com/search?q=Her%20Seyin%20Evrimi%20-%20Yeni%20Fikirler%20Nasil%20Ortaya%20Cikar?%20Matt%20Ridley&tbm=isch;2077; ;
3076;Gonlum Dilime Dargin;Elvin Aydin Keles;Gonlum Dilime Dargin. Elvin Aydin Keles;released;;yes;2021;208;Psychology & Mental Life;✅;-;tbr?;reread?;D-6;homelibrary;https://www.google.com/search?q=Gonlum%20Dilime%20Dargin%20Elvin%20Aydin%20Keles;https://www.google.com/search?q=Gonlum%20Dilime%20Dargin%20Elvin%20Aydin%20Keles&tbm=isch;2076; ;
3075;21 Gunde Ustalas - Olumlamalar;Louise L. Hay;21 Gunde Ustalas - Olumlamalar. Louise L. Hay;yes;;;2025;136;Personal Growth & Productivity;✅;-;tbr?;reread?;G-7;homelibrary;https://www.google.com/search?q=21%20Gunde%20Ustalas%20-%20Olumlamalar%20Louise%20L.%20Hay;https://www.google.com/search?q=21%20Gunde%20Ustalas%20-%20Olumlamalar%20Louise%20L.%20Hay&tbm=isch;2075; ;
